date,guests,adr,hotel
2015-10-12,556.0,65.22567272727274,Resort Hotel
2015-10-13,539.0,63.84490974729242,Resort Hotel
2015-10-14,408.0,64.06284360189574,Resort Hotel
2015-10-15,342.0,63.43747252747253,Resort Hotel
2015-10-16,288.0,67.36272108843538,Resort Hotel
2015-10-17,234.0,67.05457627118643,Resort Hotel
2015-10-18,262.0,62.817555555555565,Resort Hotel
2015-10-19,384.0,58.060679611650485,Resort Hotel
2015-10-20,343.0,54.46839779005525,Resort Hotel
2015-10-21,319.0,54.80868263473054,Resort Hotel
2015-10-22,341.0,55.85608938547486,Resort Hotel
2015-10-23,291.0,60.572418300653595,Resort Hotel
2015-10-24,340.0,60.99049180327869,Resort Hotel
2015-10-25,344.0,58.942499999999995,Resort Hotel
2015-10-26,333.0,58.77470930232558,Resort Hotel
2015-10-27,311.0,58.25969512195122,Resort Hotel
2015-10-28,296.0,56.91725,Resort Hotel
2015-10-29,261.0,54.29268115942029,Resort Hotel
2015-10-30,232.0,54.75264462809917,Resort Hotel
2015-10-31,245.0,57.442682926829264,Resort Hotel
2015-11-01,312.0,52.813354430379746,Resort Hotel
2015-11-02,258.0,56.403040000000004,Resort Hotel
2015-11-03,223.0,57.508867924528296,Resort Hotel
2015-11-04,195.0,56.62948453608248,Resort Hotel
2015-11-05,147.0,55.8692105263158,Resort Hotel
2015-11-06,140.0,53.639220779220786,Resort Hotel
2015-11-07,140.0,52.16447368421053,Resort Hotel
2015-11-08,153.0,53.07153846153846,Resort Hotel
2015-11-09,144.0,53.03802816901408,Resort Hotel
2015-11-10,127.0,50.705606060606065,Resort Hotel
2015-11-11,122.0,52.69114754098361,Resort Hotel
2015-11-12,120.0,54.109523809523814,Resort Hotel
2015-11-13,99.0,49.55222222222223,Resort Hotel
2015-11-14,112.0,53.71372881355932,Resort Hotel
2015-11-15,276.0,51.13254437869822,Resort Hotel
2015-11-16,272.0,51.08150289017341,Resort Hotel
2015-11-17,270.0,48.06574585635359,Resort Hotel
2015-11-18,249.0,47.77393939393939,Resort Hotel
2015-11-19,252.0,47.01541666666667,Resort Hotel
2015-11-20,235.0,45.86201257861635,Resort Hotel
2015-11-21,229.0,45.0396855345912,Resort Hotel
2015-11-22,371.0,45.11145539906103,Resort Hotel
2015-11-23,230.0,47.77276595744681,Resort Hotel
2015-11-24,253.0,49.04116883116883,Resort Hotel
2015-11-25,254.0,48.69446666666667,Resort Hotel
2015-11-26,224.0,48.28625,Resort Hotel
2015-11-27,201.0,48.70272,Resort Hotel
2015-11-28,199.0,49.34433333333333,Resort Hotel
2015-11-29,260.0,49.560785714285714,Resort Hotel
2015-11-30,156.0,45.86831325301205,Resort Hotel
2015-12-01,124.0,45.79845070422535,Resort Hotel
2015-12-02,101.0,44.81333333333334,Resort Hotel
2015-12-03,104.0,45.74508196721311,Resort Hotel
2015-12-04,124.0,41.60978021978022,Resort Hotel
2015-12-05,101.0,43.463142857142856,Resort Hotel
2015-12-06,113.0,44.81986301369863,Resort Hotel
2015-12-07,167.0,49.43631578947368,Resort Hotel
2015-12-08,335.0,58.50165644171779,Resort Hotel
2015-12-09,257.0,58.43385826771654,Resort Hotel
2015-12-10,258.0,54.63798507462686,Resort Hotel
2015-12-11,84.0,45.617916666666666,Resort Hotel
2015-12-12,69.0,46.586666666666666,Resort Hotel
2015-12-13,131.0,47.50338235294117,Resort Hotel
2015-12-14,89.0,42.11673469387755,Resort Hotel
2015-12-15,75.0,39.280227272727274,Resort Hotel
2015-12-16,75.0,45.21697674418604,Resort Hotel
2015-12-17,72.0,40.99063829787234,Resort Hotel
2015-12-18,57.0,38.77078947368421,Resort Hotel
2015-12-19,67.0,41.485897435897435,Resort Hotel
2015-12-20,97.0,47.3428,Resort Hotel
2015-12-21,70.0,43.98368421052632,Resort Hotel
2015-12-22,88.0,42.532000000000004,Resort Hotel
2015-12-23,99.0,40.64962264150943,Resort Hotel
2015-12-24,68.0,45.844857142857144,Resort Hotel
2015-12-25,76.0,56.471111111111114,Resort Hotel
2015-12-26,93.0,55.339777777777776,Resort Hotel
2015-12-27,163.0,55.82708860759494,Resort Hotel
2015-12-28,175.0,55.434831460674154,Resort Hotel
2015-12-29,247.0,55.977716535433075,Resort Hotel
2015-12-30,238.0,56.99844262295082,Resort Hotel
2015-12-31,221.0,58.187363636363635,Resort Hotel
2016-01-01,226.0,67.08293577981651,Resort Hotel
2016-01-02,323.0,110.93684210526317,Resort Hotel
2016-01-03,493.0,110.02946280991736,Resort Hotel
2016-01-04,426.0,116.11938388625592,Resort Hotel
2016-01-05,293.0,95.29664429530202,Resort Hotel
2016-01-06,240.0,86.106015625,Resort Hotel
2016-01-07,135.0,62.59260273972603,Resort Hotel
2016-01-08,145.0,55.521341463414636,Resort Hotel
2016-01-09,126.0,58.8263768115942,Resort Hotel
2016-01-10,152.0,56.665,Resort Hotel
2016-01-11,157.0,55.70482352941176,Resort Hotel
2016-01-12,128.0,51.46450704225352,Resort Hotel
2016-01-13,129.0,51.13644736842105,Resort Hotel
2016-01-14,85.0,50.327843137254895,Resort Hotel
2016-01-15,102.0,47.408253968253966,Resort Hotel
2016-01-16,107.0,48.44161290322581,Resort Hotel
2016-01-17,163.0,52.585125000000005,Resort Hotel
2016-01-18,132.0,52.71246153846154,Resort Hotel
2016-01-19,94.0,47.075192307692305,Resort Hotel
2016-01-20,101.0,48.14053571428571,Resort Hotel
2016-01-21,110.0,44.77880597014925,Resort Hotel
2016-01-22,101.0,41.84285714285714,Resort Hotel
2016-01-23,103.0,44.79254237288136,Resort Hotel
2016-01-24,152.0,46.190493827160495,Resort Hotel
2016-01-25,103.0,43.78213114754099,Resort Hotel
2016-01-26,94.0,46.03872727272727,Resort Hotel
2016-01-27,112.0,42.66285714285714,Resort Hotel
2016-01-28,83.0,43.25054545454546,Resort Hotel
2016-01-29,91.0,41.670163934426235,Resort Hotel
2016-01-30,79.0,45.708043478260876,Resort Hotel
2016-01-31,125.0,51.22234375,Resort Hotel
2016-02-01,107.0,54.20862745098039,Resort Hotel
2016-02-02,85.0,49.20581395348837,Resort Hotel
2016-02-03,81.0,46.529374999999995,Resort Hotel
2016-02-04,80.0,43.56017857142857,Resort Hotel
2016-02-05,97.0,41.54671641791045,Resort Hotel
2016-02-06,76.0,45.59644444444445,Resort Hotel
2016-02-07,144.0,49.333026315789475,Resort Hotel
2016-02-08,141.0,50.315479452054795,Resort Hotel
2016-02-09,233.0,57.07709401709401,Resort Hotel
2016-02-10,242.0,58.203220338983044,Resort Hotel
2016-02-11,224.0,52.24201680672269,Resort Hotel
2016-02-12,151.0,48.137317073170735,Resort Hotel
2016-02-13,131.0,53.716956521739135,Resort Hotel
2016-02-14,318.0,60.21408805031447,Resort Hotel
2016-02-15,287.0,60.56605633802816,Resort Hotel
2016-02-16,155.0,51.30153846153846,Resort Hotel
2016-02-17,140.0,45.468589743589746,Resort Hotel
2016-02-18,169.0,46.64054945054945,Resort Hotel
2016-02-19,175.0,50.465591397849465,Resort Hotel
2016-02-20,177.0,49.136,Resort Hotel
2016-02-21,223.0,51.15117117117117,Resort Hotel
2016-02-22,152.0,49.329220779220776,Resort Hotel
2016-02-23,133.0,47.8725,Resort Hotel
2016-02-24,136.0,47.39013513513513,Resort Hotel
2016-02-25,163.0,43.743563218390804,Resort Hotel
2016-02-26,150.0,43.391860465116274,Resort Hotel
2016-02-27,131.0,45.477916666666665,Resort Hotel
2016-02-28,156.0,52.548125000000006,Resort Hotel
2016-02-29,321.0,54.337374999999994,Resort Hotel
2016-03-01,289.0,54.192569444444445,Resort Hotel
2016-03-02,191.0,50.95019801980198,Resort Hotel
2016-03-03,167.0,49.45432989690721,Resort Hotel
2016-03-04,171.0,47.71636363636364,Resort Hotel
2016-03-05,167.0,47.80904255319149,Resort Hotel
2016-03-06,242.0,51.43284615384616,Resort Hotel
2016-03-07,203.0,50.85690909090909,Resort Hotel
2016-03-08,172.0,50.1494623655914,Resort Hotel
2016-03-09,207.0,47.522820512820516,Resort Hotel
2016-03-10,187.0,47.20645454545455,Resort Hotel
2016-03-11,174.0,44.85851485148515,Resort Hotel
2016-03-12,244.0,50.979632352941174,Resort Hotel
2016-03-13,347.0,53.883050847457625,Resort Hotel
2016-03-14,282.0,53.50856164383562,Resort Hotel
2016-03-15,203.0,48.44491071428571,Resort Hotel
2016-03-16,222.0,49.75798387096774,Resort Hotel
2016-03-17,246.0,50.388273381294965,Resort Hotel
2016-03-18,277.0,48.44554838709678,Resort Hotel
2016-03-19,197.0,52.13155339805825,Resort Hotel
2016-03-20,262.0,51.744090909090914,Resort Hotel
2016-03-21,247.0,48.29422764227642,Resort Hotel
2016-03-22,259.0,48.168800000000005,Resort Hotel
2016-03-23,298.0,49.93880794701987,Resort Hotel
2016-03-24,393.0,52.86730569948186,Resort Hotel
2016-03-25,355.0,56.8744,Resort Hotel
2016-03-26,332.0,61.2845,Resort Hotel
2016-03-27,462.0,74.47440366972477,Resort Hotel
2016-03-28,502.0,74.36726890756303,Resort Hotel
2016-03-29,437.0,72.81721698113208,Resort Hotel
2016-03-30,276.0,64.11861313868613,Resort Hotel
2016-03-31,283.0,61.15919708029197,Resort Hotel
2016-04-01,219.0,62.75009615384616,Resort Hotel
2016-04-02,195.0,65.65333333333334,Resort Hotel
2016-04-03,253.0,67.51764705882353,Resort Hotel
2016-04-04,349.0,67.25081395348838,Resort Hotel
2016-04-05,359.0,65.0885393258427,Resort Hotel
2016-04-06,366.0,65.58091836734694,Resort Hotel
2016-04-07,345.0,63.63590673575129,Resort Hotel
2016-04-08,219.0,62.04983050847458,Resort Hotel
2016-04-09,232.0,64.13225,Resort Hotel
2016-04-10,266.0,65.87086956521739,Resort Hotel
2016-04-11,249.0,68.46763779527559,Resort Hotel
2016-04-12,261.0,68.54804347826087,Resort Hotel
2016-04-13,185.0,70.225,Resort Hotel
2016-04-14,186.0,67.24277227722773,Resort Hotel
2016-04-15,214.0,66.09553719008265,Resort Hotel
2016-04-16,241.0,62.76083969465649,Resort Hotel
2016-04-17,303.0,62.79075,Resort Hotel
2016-04-18,359.0,63.61765306122449,Resort Hotel
2016-04-19,325.0,62.69598901098901,Resort Hotel
2016-04-20,353.0,62.51358585858586,Resort Hotel
2016-04-21,346.0,62.19107692307693,Resort Hotel
2016-04-22,267.0,60.1465034965035,Resort Hotel
2016-04-23,249.0,65.39507692307693,Resort Hotel
2016-04-24,212.0,67.51441441441442,Resort Hotel
2016-04-25,319.0,76.0076129032258,Resort Hotel
2016-04-26,354.0,71.47263736263737,Resort Hotel
2016-04-27,316.0,69.3735119047619,Resort Hotel
2016-04-28,257.0,66.43071942446043,Resort Hotel
2016-04-29,286.0,64.90088607594937,Resort Hotel
2016-04-30,343.0,68.01592391304348,Resort Hotel
2016-05-01,353.0,69.59524324324325,Resort Hotel
2016-05-02,417.0,74.477399103139,Resort Hotel
2016-05-03,340.0,74.7685945945946,Resort Hotel
2016-05-04,235.0,78.41360655737704,Resort Hotel
2016-05-05,232.0,78.3038524590164,Resort Hotel
2016-05-06,198.0,74.04375,Resort Hotel
2016-05-07,240.0,74.02033057851239,Resort Hotel
2016-05-08,257.0,70.63309523809524,Resort Hotel
2016-05-09,277.0,66.12029197080291,Resort Hotel
2016-05-10,324.0,63.01766467065869,Resort Hotel
2016-05-11,319.0,65.15018072289156,Resort Hotel
2016-05-12,365.0,62.95523560209424,Resort Hotel
2016-05-13,292.0,61.67506849315068,Resort Hotel
2016-05-14,307.0,63.43845161290323,Resort Hotel
2016-05-15,412.0,63.330805687203785,Resort Hotel
2016-05-16,465.0,65.781375,Resort Hotel
2016-05-17,400.0,63.703632075471695,Resort Hotel
2016-05-18,319.0,67.45546012269938,Resort Hotel
2016-05-19,344.0,69.20511235955057,Resort Hotel
2016-05-20,297.0,70.73785234899329,Resort Hotel
2016-05-21,240.0,75.61189655172413,Resort Hotel
2016-05-22,286.0,75.6591111111111,Resort Hotel
2016-05-23,273.0,77.862890625,Resort Hotel
2016-05-24,266.0,72.44946153846153,Resort Hotel
2016-05-25,269.0,69.05735294117646,Resort Hotel
2016-05-26,351.0,66.48291428571429,Resort Hotel
2016-05-27,355.0,66.48557471264368,Resort Hotel
2016-05-28,341.0,65.91268292682928,Resort Hotel
2016-05-29,368.0,67.93945652173913,Resort Hotel
2016-05-30,468.0,67.37162500000001,Resort Hotel
2016-05-31,445.0,67.23480519480519,Resort Hotel
2016-06-01,375.0,64.85321428571429,Resort Hotel
2016-06-02,365.0,68.26639784946236,Resort Hotel
2016-06-03,347.0,72.18693181818182,Resort Hotel
2016-06-04,312.0,76.5475,Resort Hotel
2016-06-05,290.0,85.3645588235294,Resort Hotel
2016-06-06,309.0,89.0427972027972,Resort Hotel
2016-06-07,286.0,86.62141791044776,Resort Hotel
2016-06-08,286.0,84.53398496240602,Resort Hotel
2016-06-09,278.0,86.91893129770992,Resort Hotel
2016-06-10,279.0,88.83837037037037,Resort Hotel
2016-06-11,314.0,93.90346405228757,Resort Hotel
2016-06-12,373.0,99.17022099447514,Resort Hotel
2016-06-13,369.0,97.5076404494382,Resort Hotel
2016-06-14,298.0,94.0166,Resort Hotel
2016-06-15,319.0,94.49251572327044,Resort Hotel
2016-06-16,302.0,93.24308724832214,Resort Hotel
2016-06-17,301.0,93.38554794520549,Resort Hotel
2016-06-18,315.0,89.2673717948718,Resort Hotel
2016-06-19,334.0,96.55506249999999,Resort Hotel
2016-06-20,338.0,94.79692307692308,Resort Hotel
2016-06-21,380.0,95.2422459893048,Resort Hotel
2016-06-22,382.0,94.63505154639175,Resort Hotel
2016-06-23,392.0,96.19541237113403,Resort Hotel
2016-06-24,377.0,93.87208791208792,Resort Hotel
2016-06-25,378.0,90.48181818181817,Resort Hotel
2016-06-26,428.0,91.82231132075472,Resort Hotel
2016-06-27,402.0,93.0473469387755,Resort Hotel
2016-06-28,365.0,94.35308988764044,Resort Hotel
